FeatureName FeatureID AvgRank FeatureCoeffs
Trl_FlyReg_FBgn0013263 109 138 0.127349722819937
ase_da_SANGER_10_FBgn0000137 158 140 -0.110494609351683
CG15696_SOLEXA_FBgn0038833 128 140 0.0224818188086698
tll_NAR_FBgn0003720 75 140 0.192162167544333
CG32105_Cell_FBgn0052105 60 141 0.198383112653478
Lab_Cell_FBgn0002522 32 141 0.850062988020726
tap_da_SANGER_5_FBgn0015550 174 141 -0.204146909301347
ac_da_SANGER_5_FBgn0000022 156 142 0.378086563950991
Blimp.1_NAR_FBgn0035625 64 142 0.380044971958796
Bsh_Cell_FBgn0000529 17 142 -0.585070364958642
lim_SOLEXA_2_FBgn0026411 206 144 -0.0397373280725473
Mirr_Cell_FBgn0014343 37 144 0.416068956719314
Unpg_Cell_FBgn0015561 52 144 0.190983249105791
Ct_SOLEXA_FBgn0004198 113 146 0.177793095456002
Med_FlyReg_FBgn0011655 100 146 0.10635453975686
pan_FlyReg_FBgn0085432 101 148 0.143362295314469
bin_SANGER_5_FBgn0045759 145 149 0.0859445864988282
AbdB_Cell_FBgn0000015 6 150 0.162993271147039
Zen_Cell_FBgn0004053 54 150 -0.328125630827808
Eip74EF_FlyReg_FBgn0000567 94 152 0.37580303239575
Antp_Cell_FBgn0000095 9 154 0.536252208057282
sr_SANGER_5_FBgn0003499 214 154 -0.493492442350161
Vis_SOLEXA_FBgn0033748 126 154 0.205746289662535
CG17181_SOLEXA_5_FBgn0035144 249 155 0.456579000860832
Hey_SANGER_5_FBgn0027788 182 156 0.161525220058689
CG3065_F1.3_SOLEXA_2.5_FBgn0034946 236 158 -0.134330756456187
nub_NAR_FBgn0085424 71 158 0.206985719275523
toy_FlyReg_FBgn0019650 108 158 0.0052692690264497
Exd_Cell_FBgn0000611 25 159 0.107504017666156
br.Z4_FlyReg_FBgn0000210 87 160 0.110686551187582
HLHmdelta_SANGER_10_FBgn0002734 189 160 -0.524520773444592
Achi_Cell_FBgn0033749 7 162 -0.868105278645638
dpn_SANGER_10_FBgn0010109 179 162 0.0313481534643232
esg_SANGER_2.5_FBgn0001981 218 162 0.894359185119089
Bcd_Cell_FBgn0000166 14 164 0.239388938557611
HLH106_SANGER_10_FBgn0261283 183 165 -0.561461411964918
CG7056_Cell_FBgn0038852 63 166 -0.0428875493695915
sens.2_SANGER_2.5_FBgn0051632 219 166 -0.0885026777419802
dei_da_SANGER_5_FBgn0008649 163 167 -0.154271173253748
CG11085_Cell_FBgn0030408 56 168 -0.0198323456738939
da_SANGER_10_FBgn0000413 178 168 -0.23722477610791
Ubx_Cell_FBgn0003944 50 169 0.121743075384948
Awh_Cell_FBgn0013751 12 170 -0.363184890382793
Eip78C_SANGER_5_FBgn0004865 135 170 0.0807335764346471
Poxn_SOLEXA_5_FBgn0003130 200 170 -0.0856735785354137
ken_SOLEXA_5_FBgn0011236 231 171 -0.137092708515315
CG9895_SOLEXA_5_FBgn0034810 238 172 -0.358820675674517
crp_SANGER_10_FBgn0001994 176 172 -0.237191208150299
CG32532_Cell_FBgn0052532 61 174 0.981606474947201
Lim1_Cell_FBgn0026411 35 174 0.638115967888665
dsx.M_FlyReg_FBgn0000504 93 178 -0.125749975231544
Hgtx_Cell_FBgn0040318 28 178 -0.363450379341811
luna_SOLEXA_5_FBgn0040765 232 178 0.297685235293535
dsx.F_FlyReg_FBgn0000504 92 179 -0.125749975231544
Rx_Cell_FBgn0020617 45 180 -0.604316078669275
ey_SOLEXA_5_FBgn0005558 194 181 -0.282706907538012
sv_SOLEXA_5_FBgn0005561 202 181 0.156649795280443
E5_Cell_FBgn0008646 23 182 0.00211918159762281
NK7.1_Cell_FBgn0024321 38 182 -0.12571553959108
CG2052_SANGER_2.5_FBgn0039905 227 184 0.095880674677689
vvl_SOLEXA_5_FBgn0086680 203 184 -0.349178405810714
acj6_SOLEXA_5_FBgn0000028 193 185 0.365209387272743
CG3407_SOLEXA_2.5_FBgn0031573 228 185 -0.209350261360241
pad_SANGER_5_FBgn0038418 215 185 0.15369640254758
cwo_SANGER_5_FBgn0259938 177 186 0.093661566108765
fru_SOLEXA_5_FBgn0004652 239 186 -0.0889717795593634
sage_da_SANGER_5_FBgn0037672 170 186 -0.214233472292212
Side_SANGER_5_FBgn0032741 192 186 -0.214233472292212
kni_SANGER_5_FBgn0001320 142 187 -0.118435721882727
CG18599_Cell_FBgn0038592 59 188 -1.39786705956444
SuH_FlyReg_FBgn0004837 105 190 -0.141511661366664
pdm3_SOLEXA_5_FBgn0033288 198 192 -0.246809300402847
ss_tgo_SANGER_10_FBgn0003513 173 195 -0.146682719303029
CG4136_SOLEXA_FBgn0029775 129 196 -0.367065024253789
vri_SANGER_5_FBgn0016076 155 196 -0.0161017708915551
Optix_SOLEXA_FBgn0025360 120 197 0.430647712422461
Sp1_SOLEXA_2.5_FBgn0020378 255 197 0.450421236776822
sug_SOLEXA_5_FBgn0033782 234 199 -0.276371452729808
CG12605_SOLEXA_5_FBgn0035481 247 204 0.382431717380735
Hbn_SOLEXA_FBgn0008636 118 204 -0.264474439050821
z_FlyReg_FBgn0004050 110 204 -0.047965243416946
Pph13_SOLEXA_FBgn0023489 123 205 -1.00762748535193
Lag1_Cell_FBgn0040918 33 206 -0.0443149079815399
twi_da_SANGER_5_FBgn0003900 175 206 0.516791418228603
Vnd_Cell_FBgn0003986 53 207 0.29573317600171
Ro_Cell_FBgn0003267 44 209 -0.380823989553739
foxo_SANGER_10_FBgn0038197 148 210 -0.0980631769563226
nau_SANGER_5_FBgn0002922 191 211 0.0926529988689354
Six4_Cell_FBgn0027364 47 212 -0.167963715966718
scrt_SOLEXA_2.5_2_FBgn0004880 241 216 -0.460425535436797
svp_SANGER_5_FBgn0003651 143 216 0.372893968388623
bab1_FlyReg_FBgn0004870 82 218 0.054666650546747
CG13424_SOLEXA_FBgn0034520 127 219 1.27378869346903
CG31670_SOLEXA_5_FBgn0031375 250 219 -0.0422171321685395
slbo_FlyReg_FBgn0005638 103 220 -0.0545064877594499
sd_FlyReg_FBgn0003345 102 224 0.512421440517422
Kr_NAR_FBgn0001325 70 225 -0.0661511253261829
pdm2_SOLEXA_5_FBgn0004394 197 227 0.305571895589404
sob_SOLEXA_5_FBgn0004892 254 230 -0.192270499290465
onecut_Cell_FBgn0028996 41 235 -0.0242201293905638
usp_SANGER_5_FBgn0003964 144 240 -0.0435530577289483
run_Bgb_NBT_FBgn0003300 78 242 0.099497009802795
cato_da_SANGER_10_FBgn0024249 160 244 -0.0522244490102267
CG32830_SOLEXA_5_FBgn0052830 251 250 0.10072171405877
Sox14_SANGER_10_FBgn0005612 151 250 0.132717186959779
